0.1428993 -0.0548411 0.4996724
0.1184136 -0.03008354 0.4594514
0.09185348 0.0596149 0.4026735
0.05886556 0.1143554 0.3210936
0.04603226 0.1389654 0.2710466
0.02401617 0.1630702 0.1690195
0.02156437 0.15662 0.1389136
0.01249457 0.1407809 0.04237652
-0.006517779 0.1407716 -0.05327249
-0.0253024 0.08404136 -0.1575775
-0.03004701 0.06369227 -0.1934314
-0.04889243 -0.03027093 -0.2684186
-0.06173858 -0.06005734 -0.3055866
-0.07345292 -0.1569208 -0.3320556
-0.08078143 -0.1920884 -0.3491445
-0.09505583 -0.2676476 -0.3694475
-0.09435085 -0.2700017 -0.2753155
