0.1177599 -0.1953525 0.4505496
0.09291052 -0.1310459 0.4276795
0.06747372 -0.05731702 0.3816106
0.04142512 0.01572108 0.3419316
0.02431066 0.0801807 0.3005586
0.009496555 0.1368844 0.2262645
0.001779564 0.1664089 0.1659856
-0.01268965 0.1737554 0.03937268
-0.01607646 0.1657881 -0.01744342
-0.02245106 0.1498782 -0.0798943
-0.02862568 0.123991 -0.1367755
-0.03973688 0.07932907 -0.2196884
-0.0425226 0.02986157 -0.2855484
-0.04351218 -0.02884459 -0.3360054
-0.04257903 -0.1373421 -0.3954484
-0.04833494 -0.2399945 -0.4223135
-0.05862751 -0.3319014 -0.4408383
