0.08077383 0.04172486 0.6146183
0.07345533 0.1358865 0.5284772
0.06376283 0.2125621 0.4345293
0.05860253 0.226529 0.3868902
0.04364223 0.240862 0.2482512
0.03057897 0.2070535 0.1854312
0.01422753 0.1760274 0.06687331
-0.00160199 0.1249056 -0.03506374
-0.006332852 0.1000121 -0.09408164
-0.01660747 0.05587888 -0.1932828
-0.02149524 0.03041154 -0.2380157
-0.03178154 -0.04874963 -0.2700388
-0.03994528 -0.1506103 -0.3204687
-0.04543358 -0.2411454 -0.3319967
-0.05708097 -0.2963776 -0.3362339
-0.06733818 -0.3855111 -0.3299637
-0.07742622 -0.4294596 -0.3159187
