0.03809696 -0.1436954 0.5286582
0.03333621 -0.08286113 0.4956892
0.03077194 -0.007009625 0.4340751
0.02897239 0.05528551 0.3841462
0.02219757 0.1148553 0.3030472
0.01930317 0.1591532 0.2299292
0.01558421 0.1765763 0.07363915
0.005492009 0.1738086 -0.003001928
0.0006133169 0.1690807 -0.07134199
-0.01033411 0.1224545 -0.1966529
-0.01504991 0.08014572 -0.236887
-0.01740211 0.02837187 -0.2861919
-0.02606891 -0.06408691 -0.352335
-0.03432751 -0.1532803 -0.4027958
-0.04255292 -0.2691943 -0.4409659
-0.04863241 -0.3596027 -0.459008
