0.05076205 -0.06363642 0.4734886
0.03785609 -0.01894259 0.4511507
0.0225527 0.02930617 0.4057395
0.01488757 0.07160711 0.3705437
0.009870683 0.1172141 0.3103287
0.0164916 0.1546352 0.2714167
0.01872462 0.1680142 0.1907196
0.02113613 0.1736592 0.07114267
0.02024688 0.1668142 0.01898551
0.01598828 0.1375932 -0.05893946
0.0117461 0.1091583 -0.1237104
-0.000644628 0.05925298 -0.1961985
-0.0118926 0.003206909 -0.2643695
-0.02077497 -0.05444562 -0.3149233
-0.03352086 -0.1293939 -0.3616765
-0.04730439 -0.2468337 -0.4071023
-0.05588603 -0.3039662 -0.4158683
-0.07023922 -0.3732426 -0.4207294
