-0.3851129 0.1577254 0.06558847
-0.3095926 0.2503568 0.06460953
-0.2063144 0.3140376 0.0402596
-0.09459081 0.3564388 0.02858257
0.08503102 0.36793 -0.003797531
0.1768028 0.3337619 -0.03700948
0.2748015 0.2662797 -0.05676055
0.3658734 0.1816185 -0.06871247
0.4205496 0.07415468 -0.07462049
0.4626459 -0.1227644 -0.07815647
0.4359971 -0.2147047 -0.0551064
0.3447458 -0.3373757 -0.04729342
0.2503923 -0.3676386 -0.06174541
0.07866402 -0.3803509 -0.08274937
-0.07346173 -0.315823 -0.009519339
-0.190551 -0.2959996 0.002883434
-0.3416467 -0.2121155 0.05052662
-0.4196859 -0.1076911 0.0913465
-0.4417391 -0.02423814 0.1114604
-0.4328081 0.07639888 0.1202126
