-0.2984554 0.1077691 0.03809929
-0.2416686 0.2276552 0.02777433
-0.1825943 0.2703738 0.01503825
-0.07402459 0.3171858 -0.003124714
0.002437711 0.3131832 -0.01669884
0.08949403 0.2905645 -0.04687667
0.2090387 0.2331098 -0.0726378
0.2584787 0.1123345 -0.08463478
0.2929365 0.04582939 -0.08386779
0.2990897 -0.03166473 -0.08535671
0.2932587 -0.1312969 -0.07159877
0.2476508 -0.2311989 -0.05450273
0.1718131 -0.3036838 -0.03903675
0.02511081 -0.3781192 -0.009293795
-0.05450518 -0.3090215 0.09360123
-0.1332111 -0.2642673 0.1309073
-0.2604222 -0.1843717 0.1021652
-0.3109913 -0.1017087 0.09002638
-0.3334364 0.01732698 0.07002115
