-0.354421 0.2293413 0.09675193
-0.2800133 0.2998009 0.06987691
-0.1776767 0.3530366 0.03917789
-0.001733348 0.3870714 0.009824991
0.1566178 0.3521233 -0.03032398
0.2566715 0.2857938 -0.0356741
0.355149 0.1926333 -0.05044508
0.434365 0.03774512 -0.05805707
0.446084 -0.0543378 -0.075526
0.4087309 -0.1485564 -0.07717991
0.3251345 -0.2818396 -0.08800912
0.2194287 -0.3391677 -0.07616401
0.0912587 -0.3840351 -0.08344293
-0.01483825 -0.3904908 -0.05388808
-0.223459 -0.3188359 0.03902888
-0.3244032 -0.2444175 0.06789804
-0.4277118 -0.1146229 0.1073699
-0.4496077 -0.01317999 0.112649
-0.4395757 0.1519384 0.08613491
