-0.4006122 0.2015442 0.01042891
-0.3149865 0.2952113 0.010432
-0.2097438 0.3549846 0.008144855
-0.04571068 0.397639 0.001134872
0.05971313 0.3866295 -0.0087502
0.1796097 0.3449193 -0.01044917
0.3082756 0.2276887 -0.01594019
0.356544 0.1263636 -0.02640104
0.3842667 0.02032974 -0.02780104
0.392964 -0.06957284 -0.03331804
0.3695512 -0.193635 -0.02271605
0.2870613 -0.3492791 -0.0361681
0.2383386 -0.3975151 -0.03188419
0.01724242 -0.4480278 -0.03874111
-0.1241854 -0.3686869 0.05590487
-0.257351 -0.2951382 0.03876495
-0.3550218 -0.2139568 0.03874087
-0.4258633 -0.1021475 0.04458499
-0.4600916 0.08264926 0.044029
