-0.1889453 -0.2543812 0.3366163
-0.2051112 -0.2023782 0.3037603
-0.1833354 -0.1615629 0.2600753
-0.1439596 -0.1041541 0.1790574
-0.0870723 -0.01704627 0.08353543
-0.0007935166 0.1067269 -0.05069971
0.05282873 0.1976072 -0.1305697
0.0951348 -0.09149897 -0.1420345
0.09771901 -0.1820102 -0.01216674
0.09456122 -0.2057375 0.03679037
0.0916482 -0.2234867 0.0767324
0.136884 0.3346256 -0.2434466
0.1312346 0.3118586 -0.2408516
0.09748619 0.2309628 -0.2118707
0.05004112 0.173481 -0.1683977
-0.0383206 0.08699331 -0.07652974
