0.1148892 -0.007409036 0.07202816
0.162078 0.005968839 -0.04217076
0.1752269 0.01373634 -0.09024477
0.1789966 0.01803666 -0.1299167
0.1569346 0.02095455 -0.1698008
0.1191039 0.02316836 -0.1966518
0.06854638 0.02408704 -0.2071117
-0.006217033 0.02606916 -0.2015347
-0.05437431 0.02315006 -0.1811718
-0.1028898 0.01641986 -0.1410558
-0.1388268 0.004530758 -0.09344077
-0.1732282 -0.007569849 -0.02610588
-0.1859286 -0.007885247 0.04455614
-0.186647 -0.01644045 0.1139693
-0.1610499 -0.01938745 0.1547842
-0.1249569 -0.02083004 0.1871223
-0.06754154 -0.02282515 0.2165191
-0.03562891 -0.02489874 0.2117012
0.005098879 -0.02309504 0.1789002
0.04047319 -0.01698756 0.1531043
0.08747238 -0.007746041 0.1031213
0.1284684 -0.00104636 0.04340124
