0.1748189 -0.01341149 -0.05472541
0.1548906 0.004305303 -0.1320305
0.09753679 0.01332331 -0.1760404
0.02295038 0.03089741 -0.1993794
-0.0609546 0.04528078 -0.1784894
-0.1174267 0.04303411 -0.1392105
-0.1554187 0.0130741 -0.03642654
-0.1808967 -0.003565103 0.04123855
-0.1735854 -0.0230425 0.1211286
-0.1198453 -0.03159761 0.1696146
-0.03628731 -0.03496391 0.1891186
0.03603399 -0.02596602 0.1816976
0.09471409 -0.0118399 0.1428435
0.1198911 -0.009477496 0.07712054
0.1435794 0.003948808 -0.006459475
