-0.002485991 -0.02129978 0.1746323
0.0316817 -0.02546948 0.1358922
0.0608038 -0.03247288 0.07787418
0.1027121 -0.02584648 -0.04106688
0.1138268 -0.01842108 -0.1016717
0.1199199 -0.003036261 -0.1544487
0.1043611 0.01300022 -0.2330499
0.06922349 0.01200962 -0.2532039
0.02395579 0.01367491 -0.2521007
-0.06436631 0.02347082 -0.1946359
-0.1101071 0.02805513 -0.1167598
-0.1332189 0.02964813 -0.03461671
-0.1514168 0.02958244 0.08143425
-0.1531763 0.01824462 0.1620681
-0.1243091 0.01035622 0.1987393
-0.03593901 -0.006319374 0.1977863
0.01168171 -0.01362136 0.1732872
0.0533406 -0.01607856 0.1264942
0.08351231 -0.01547676 0.05335021
