0.1106325 -0.01745656 -0.04482007
0.1243051 -0.003282458 -0.145879
0.1168807 0.003644556 -0.178838
0.07260148 0.006311059 -0.2142301
0.03855839 0.006343454 -0.2105122
0.006293565 0.003342152 -0.1859431
-0.03457204 0.0004299581 -0.1397631
-0.08161193 -0.003660262 -0.06054711
-0.1023815 0.001550764 0.01961088
-0.1166687 -0.004942536 0.09410906
-0.09930083 -0.005595446 0.1549499
-0.07373422 -0.005172759 0.1939929
-0.04562542 -0.00608325 0.2110369
-0.005978107 0.002631336 0.201112
0.02990517 0.006424665 0.1813979
0.06069598 0.01551524 0.124321
