-0.2059969 -0.3051448 0.3462026
-0.2014701 -0.310066 0.3575737
-0.2028233 -0.3098215 0.3598018
-0.2048271 -0.2936947 0.3414688
-0.192881 -0.2679775 0.3072848
-0.1609749 -0.2176248 0.2452197
-0.1227289 -0.154894 0.1649408
-0.09017961 -0.09236485 0.07409382
-0.04791611 -0.02307504 -0.02475333
0.01690897 0.08163872 -0.1182203
0.08593172 0.1793194 -0.2123282
0.1701072 0.2614853 -0.2937372
0.2533798 0.3306623 -0.3512094
0.3011731 0.3808695 -0.3695903
0.3135136 0.3926564 -0.4138942
0.2887837 0.3480313 -0.4128563
