-0.1614929 -0.2515933 0.2703195
-0.1558861 -0.274189 0.3071926
-0.1582296 -0.2937345 0.3269224
-0.1620268 -0.2888868 0.3288515
-0.1620376 -0.2719668 0.3176644
-0.1546498 -0.2310531 0.2716756
-0.1447764 -0.1872753 0.1995106
-0.1342543 -0.1504197 0.1448205
-0.08823591 -0.05229202 0.01997256
-0.02583823 0.05672261 -0.09325647
0.02097368 0.1356861 -0.1853275
0.1399203 0.2729305 -0.3352754
0.2289568 0.3305694 -0.3800845
0.2882619 0.3980304 -0.3881066
0.333095 0.4086895 -0.3955705
0.3362205 0.3987828 -0.4093096
